SOLUTION_MASTER_SPECIES
#element	master species	alkalinity	gfw|formula	gfw of element	source
	Ca3V2O8 = + 2VO4-3 + 3Ca+2
	log_k	-18.3234
	delta_h	0 
	# source	llnl.dat
Ca4Al2Fe2O10
	Ca4Al2Fe2O10 +20H+ = + 2Al+3 + 2Fe+3 + 4Ca+2 + 10H2O
	log_k	140.505
	delta_h	-1139.86 kJ/mol 
	analytic	-4.1808e+002 -8.2787e-002 7.0288e+004 1.4043e+002 1.1937e+003 
	# source	llnl.dat
Ca4Al2O7:13H2O
	Ca4Al2O7:13H2O +14H+ = + 2Al+3 + 4Ca+2 + 20H2O
	log_k	107.2537
	delta_h	0 
	# source	llnl.dat
Ca4Al2O7:19H2O
	Ca4Al2O7:19H2O +14H+ = + 2Al+3 + 4Ca+2 + 26H2O
	log_k	103.6812
	delta_h	0 
	# source	llnl.dat
Ca4Cl2(OH)6:13H2O
	Ca4Cl2(OH)6:13H2O +6H+ = + 2Cl- + 4Ca+2 + 19H2O
	log_k	68.3283
	delta_h	0 
	# source	llnl.dat
CaAl2O4
	CaAl2O4 +8H+ = + Ca+2 + 2Al+3 + 4H2O
	log_k	46.9541
	delta_h	-436.952 kJ/mol 
	analytic	-3.0378e+002 -7.9356e-002 3.0096e+004 1.1049e+002 4.6971e+002 
	# source	llnl.dat
CaAl2O4:10H2O
	CaAl2O4:10H2O +8H+ = + Ca+2 + 2Al+3 + 14H2O
	log_k	37.9946
	delta_h	0 
	# source	llnl.dat
CaAl4O7
	CaAl4O7 +14H+ = + Ca+2 + 4Al+3 + 7H2O
	log_k	68.6138
	delta_h	-718.464 kJ/mol 
	analytic	-3.1044e+002 -6.7078e-002 4.4566e+004 1.0085e+002 7.5689e+002 
	# source	llnl.dat
CaSO4:0.5H2O(beta)
	CaSO4:0.5H2O = + 0.5000 H2O + Ca+2 + SO4-2
	log_k	-3.4934
	delta_h	-20.804 kJ/mol 
	analytic	-2.3054e+002 -8.2832e-002 5.9132e+003 9.3705e+001 9.2338e+001 
	# source	llnl.dat
CaSeO3:2H2O
	CaSeO3:2H2O = + Ca+2 + SeO3-2 + 2H2O
	log_k	-4.6213
	delta_h	-14.1963 kJ/mol 
	analytic	-4.1771e+001 -2.0735e-002 9.7870e+002 1.6180e+001 1.6634e+001 
	# source	llnl.dat
CaSeO4
	CaSeO4 = + Ca+2 + SeO4-2
	log_k	-3.09
	delta_h	0 
	# source	llnl.dat
CaUO4
	CaUO4 +4H+ = + Ca+2 + UO2+2 + 2H2O
	log_k	15.942
	delta_h	-131.46 kJ/mol 
	analytic	-8.7902e+001 -1.9810e-002 9.2354e+003 3.1832e+001 1.4414e+002 
	# source	llnl.dat
CaV2O6
	CaV2O6 +2H2O = + Ca+2 + 2VO4-3 + 4H+
	log_k	-51.3617
	delta_h	0 
	# source	llnl.dat
CaZrO3
	CaZrO3 +4H+ = + Ca+2 + H2O + Zr(OH)2+2
	log_k	-148.5015
	delta_h	801.282 kJ/mol 
	analytic	-7.7908e+001 -1.4388e-002 -3.9635e+004 2.6932e+001 -6.7303e+002 
	# source	llnl.dat
Cadmoselite
	CdSe = + Cd+2 + Se-2
	log_k	-33.8428
	delta_h	0 
	analytic	-5.3432e+001 -1.3973e-002 -5.8989e+003 1.7591e+001 -9.2031e+001 
	# source	llnl.dat
Calcite
	CaCO3 +H+ = + Ca+2 + HCO3-
	log_k	1.8487
	delta_h	-25.7149 kJ/mol 
	analytic	-1.4978e+002 -4.8370e-002 4.8974e+003 6.0458e+001 7.6464e+001 
	# source	llnl.dat
Calomel
	Hg2Cl2 = + Hg2+2 + 2Cl-
	log_k	-17.8241
	delta_h	98.0267 kJ/mol 
	analytic	-4.8868e+001 -2.5540e-002 -2.8439e+003 1.9475e+001 -4.8277e+001 
	# source	llnl.dat
Carnallite
	KMgCl3:6H2O = + K+ + Mg+2 + 3Cl- + 6H2O
	log_k	4.2721
	delta_h	0 
	# source	llnl.dat
Carnotite
	K2(UO2)2(VO4)2 = + 2K+ + 2UO2+2 + 2VO4-3
	log_k	-56.3811
	delta_h	0 
	# source	llnl.dat
Cassiterite
	SnO2 +2H+ = + 0.5000 O2 + H2O + Sn+2
	log_k	-46.1203
	delta_h	280.048 kJ/mol 
	analytic	-8.9264e+001 -1.5743e-002 -1.1497e+004 3.4917e+001 -1.7937e+002 
	# source	llnl.dat
Cattierite
	CoS2 = + Co+2 + S2-2
	log_k	-29.9067
	delta_h	0 
	analytic	-2.1970e+002 -7.8585e-002 -1.9592e+003 8.8809e+001 -3.0507e+001 
	# source	llnl.dat
Cd
	Cd +2H+ +0.5000 O2 = + Cd+2 + H2O
	log_k	56.6062
	delta_h	-355.669 kJ/mol 
	analytic	-7.2027e+001 -2.0250e-002 2.0474e+004 2.6814e+001 -3.2348e+004 
	# source	llnl.dat
Cd(BO2)2
	Cd(BO2)2 +2H+ +2H2O = + Cd+2 + 2B(OH)3
	log_k	9.8299
	delta_h	0 
	# source	llnl.dat
Cd(IO3)2
	Cd(IO3)2 = + Cd+2 + 2IO3-
	log_k	-7.5848
	delta_h	0 
	# source	llnl.dat
Cd(OH)2
	Cd(OH)2 +2H+ = + Cd+2 + 2H2O
	log_k	13.7382
	delta_h	-87.0244 kJ/mol 
	analytic	-7.7001e+001 -6.9251e-003 7.4684e+003 2.7380e+001 1.2685e+002 
	# source	llnl.dat
Cd(OH)Cl
	Cd(OH)Cl +H+ = + Cd+2 + Cl- + H2O
	log_k	3.5435
	delta_h	-30.3888 kJ/mol 
	analytic	-4.5477e+001 -1.5809e-002 2.5333e+003 1.8279e+001 4.3035e+001 
	# source	llnl.dat
Cd3(AsO4)2
	Cd3(AsO4)2 +4H+ = + 2H2AsO4- + 3Cd+2
	log_k	4.0625
	delta_h	0 
	# source	llnl.dat
Cd3(PO4)2
	Cd3(PO4)2 +2H+ = + 2HPO4-2 + 3Cd+2
	log_k	-7.8943
	delta_h	0 
	# source	llnl.dat
Cd3(SO4)(OH)4
	Cd3(SO4)(OH)4 +4H+ = + SO4-2 + 3Cd+2 + 4H2O
	log_k	22.5735
	delta_h	0 
	# source	llnl.dat
Cd3(SO4)2(OH)2
	Cd3(SO4)2(OH)2 +2H+ = + 2H2O + 2SO4-2 + 3Cd+2
	log_k	6.718
	delta_h	0 
	# source	llnl.dat
CdBr2
	CdBr2 = + Cd+2 + 2Br-
	log_k	-1.847
	delta_h	-2.67548 kJ/mol 
	analytic	1.3056e+000 -2.0628e-002 -1.3318e+003 3.0126e+000 -2.2616e+001 
	# source	llnl.dat
CdBr2:4H2O
	CdBr2:4H2O = + Cd+2 + 2Br- + 4H2O
	log_k	-2.3378
	delta_h	30.2812 kJ/mol 
	analytic	-1.0038e+002 -2.1045e-002 1.6896e+003 3.9864e+001 2.8726e+001 
	# source	llnl.dat
CdCl2
	CdCl2 = + Cd+2 + 2Cl-
	log_k	-0.6474
	delta_h	-18.5391 kJ/mol 
	analytic	-1.5230e+001 -2.4574e-002 -8.1017e+001 8.9599e+000 -1.3702e+000 
	# source	llnl.dat
CdCl2(NH3)2
	CdCl2(NH3)2 = + Cd+2 + 2Cl- + 2NH3
	log_k	-8.7864
	delta_h	63.534 kJ/mol 
	analytic	-5.5283e+001 -2.1791e-002 -2.1150e+003 2.4279e+001 -3.5896e+001 
	# source	llnl.dat
CdCl2(NH3)4
	CdCl2(NH3)4 = + Cd+2 + 2Cl- + 4NH3
	log_k	-6.8044
	delta_h	81.7931 kJ/mol 
	analytic	-9.5682e+001 -1.8853e-002 -8.3875e+002 3.9322e+001 -1.4210e+001 
	# source	llnl.dat
CdCl2(NH3)6
	CdCl2(NH3)6 = + Cd+2 + 2Cl- + 6NH3
	log_k	-4.7524
	delta_h	97.2971 kJ/mol 
	analytic	-1.3662e+002 -1.5941e-002 5.8572e+002 5.4415e+001 9.9937e+000 
	# source	llnl.dat
CdCl2:H2O
	CdCl2:H2O = + Cd+2 + H2O + 2Cl-
	log_k	-1.6747
	delta_h	-7.44943 kJ/mol 
	analytic	-4.1097e+001 -2.4685e-002 5.2687e+002 1.8188e+001 8.9615e+000 
	# source	llnl.dat
CdCr2O4
	CdCr2O4 +8H+ = + Cd+2 + 2Cr+3 + 4H2O
	log_k	14.9969
	delta_h	-255.676 kJ/mol 
	analytic	-1.7446e+002 -9.1086e-003 1.9223e+004 5.1605e+001 3.2650e+002 
	# source	llnl.dat
CdF2
	CdF2 = + Cd+2 + 2F-
	log_k	-1.1464
	delta_h	-46.064 kJ/mol 
	analytic	-3.0654e+001 -2.4790e-002 1.7893e+003 1.2482e+001 3.0395e+001 
	# source	llnl.dat
CdI2
	CdI2 = + Cd+2 + 2I-
	log_k	-3.4825
	delta_h	13.7164 kJ/mol 
	analytic	-1.5446e+001 -2.4758e-002 -1.6422e+003 1.0041e+001 -2.7882e+001 
	# source	llnl.dat
CdS
	CdS +H+ = + Cd+2 + HS-
	log_k	-15.9095
	delta_h	70.1448 kJ/mol 
	analytic	-2.9492e+001 -1.5181e-002 -3.4695e+003 1.2019e+001 -5.8907e+001 
	# source	llnl.dat
CdSO4
	CdSO4 = + Cd+2 + SO4-2
	log_k	-0.1061
	delta_h	-52.1304 kJ/mol 
	analytic	7.7104e+000 -1.7161e-002 8.7067e+002 -2.2763e+000 1.4783e+001 
	# source	llnl.dat
CdSO4:2.667H2O
	CdSO4:2.667H2O = + Cd+2 + SO4-2 + 2.6670 H2O
	log_k	-1.8015
	delta_h	-18.5302 kJ/mol 
	analytic	-5.0331e+001 -1.4983e-002 2.0271e+003 1.8665e+001 3.4440e+001 
	# source	llnl.dat
CdSO4:H2O
	CdSO4:H2O = + Cd+2 + H2O + SO4-2
	log_k	-1.6529
	delta_h	-31.6537 kJ/mol 
	analytic	-1.7142e+001 -1.7295e-002 9.9184e+002 6.9943e+000 1.6849e+001 
	# source	llnl.dat
CdSeO3
	CdSeO3 = + Cd+2 + SeO3-2
	log_k	-8.8086
	delta_h	-9.92156 kJ/mol 
	analytic	7.1762e+000 -1.8892e-002 -1.4680e+003 -2.1984e+000 -2.4932e+001 
	# source	llnl.dat
CdSeO4
	CdSeO4 = + Cd+2 + SeO4-2
	log_k	-2.2132
	delta_h	-41.9836 kJ/mol 
	analytic	-4.9901e+000 -1.9755e-002 7.3162e+002 2.5063e+000 1.2426e+001 
	# source	llnl.dat
CdSiO3
	CdSiO3 +2H+ = + Cd+2 + H2O + SiO2
	log_k	7.5136
	delta_h	-50.3427 kJ/mol 
	analytic	2.6419e+002 6.2488e-002 -5.3518e+003 -1.0401e+002 -9.0973e+001 
	# source	llnl.dat
Ce
	Ce +3H+ +0.7500 O2 = + Ce+3 + 1.5000 H2O
	log_k	182.9563
	delta_h	-1120.06 kJ/mol 
	analytic	-5.1017e+001 -2.6149e-002 5.8511e+004 1.8382e+001 9.1302e+002 
	# source	llnl.dat
Ce(OH)3
	Ce(OH)3 +3H+ = + Ce+3 + 3H2O
	log_k	19.8852
	delta_h	0 
	# source	llnl.dat
Ce(OH)3(am)
	Ce(OH)3 +3H+ = + Ce+3 + 3H2O
	log_k	21.1852
	delta_h	0 
	# source	llnl.dat
Ce2(CO3)3:8H2O
	Ce2(CO3)3:8H2O +3H+ = + 2Ce+3 + 3HCO3- + 8H2O
	log_k	-4.1136
	delta_h	0 
	# source	llnl.dat
Ce2O3
	Ce2O3 +6H+ = + 2Ce+3 + 3H2O
	log_k	62.3
	delta_h	0 
	# source	llnl.dat
Ce3(PO4)4
	Ce3(PO4)4 +4H+ = + 3Ce+4 + 4HPO4-2
	log_k	-40.8127
	delta_h	0 
	# source	llnl.dat
CeF3:.5H2O
	CeF3:.5H2O = + 0.5000 H2O + Ce+3 + 3F-
	log_k	-18.8
	delta_h	0 
	# source	llnl.dat
CeO2
	CeO2 +4H+ = + Ce+4 + 2H2O
	log_k	-8.16
	delta_h	0 
	# source	llnl.dat
CePO4:10H2O
	CePO4:10H2O +H+ = + Ce+3 + HPO4-2 + 10H2O
	log_k	-12.2782
	delta_h	0 
	# source	llnl.dat
Celadonite
	KMgAlSi4O10(OH)2 +6H+ = + Al+3 + K+ + Mg+2 + 4H2O + 4SiO2
	log_k	7.4575
	delta_h	-74.3957 kJ/mol 
	analytic	-3.3097e+001 1.7989e-002 1.8919e+004 -2.1219e+000 -2.0588e+006 
	# source	llnl.dat
Celestite
	SrSO4 = + SO4-2 + Sr+2
	log_k	-5.6771
	delta_h	-7.40568 kJ/mol 
	analytic	-1.9063e+002 -7.4552e-002 3.9050e+003 7.8416e+001 6.0991e+001 
	# source	llnl.dat
Cerussite
	PbCO3 +H+ = + HCO3- + Pb+2
	log_k	-3.2091
	delta_h	13.8992 kJ/mol 
	analytic	-1.2887e+002 -4.4372e-002 2.2336e+003 5.3091e+001 3.4891e+001 
	# source	llnl.dat
Chalcanthite
	CuSO4:5H2O = + Cu+2 + SO4-2 + 5H2O
	log_k	-2.6215
	delta_h	6.57556 kJ/mol 
	analytic	-1.1262e+002 -1.5544e-002 3.6176e+003 4.1420e+001 6.1471e+001 
	# source	llnl.dat
Chalcedony
	SiO2 = + SiO2
	log_k	-3.7281
	delta_h	31.4093 kJ/mol 
	analytic	-9.0068e+000 9.3241e-003 4.0535e+003 -1.0830e+000 -7.5077e+005 
	# source	llnl.dat
Chalcocite
	Cu2S +H+ = + HS- + 2Cu+
	log_k	-34.7342
	delta_h	206.748 kJ/mol 
	analytic	-1.3703e+002 -4.0727e-002 -7.1694e+003 5.5963e+001 -1.1183e+002 
	# source	llnl.dat
Chalcocyanite
	CuSO4 = + Cu+2 + SO4-2
	log_k	2.9239
	delta_h	-72.5128 kJ/mol 
	analytic	5.8173e+000 -1.6933e-002 2.0097e+003 -1.8583e+000 3.4126e+001 
	# source	llnl.dat
Chalcopyrite
	CuFeS2 +2H+ = + Cu+2 + Fe+2 + 2HS-
	log_k	-32.5638
	delta_h	127.206 kJ/mol 
	analytic	-3.1575e+002 -9.8947e-002 8.3400e+002 1.2522e+002 1.3106e+001 
	# source	llnl.dat
Chamosite-7A
	Fe2Al2SiO5(OH)4 +10H+ = + SiO2 + 2Al+3 + 2Fe+2 + 7H2O
	log_k	32.8416
	delta_h	-364.213 kJ/mol 
	analytic	-2.5581e+002 -7.0890e-002 2.4619e+004 9.1789e+001 3.8424e+002 
	# source	llnl.dat
Chlorargyrite
	AgCl = + Ag+ + Cl-
	log_k	-9.7453
	delta_h	65.739 kJ/mol 
	analytic	-9.6834e+001 -3.4624e-002 -1.1820e+003 4.0962e+001 -1.8415e+001 
	# source	llnl.dat
Chloromagnesite
	MgCl2 = + Mg+2 + 2Cl-
	log_k	21.8604
	delta_h	-158.802 kJ/mol 
	analytic	-2.3640e+002 -8.2017e-002 1.3480e+004 9.5963e+001 2.1042e+002 
	# source	llnl.dat
Chromite
	FeCr2O4 +8H+ = + Fe+2 + 2Cr+3 + 4H2O
	log_k	15.1685
	delta_h	-267.755 kJ/mol 
	analytic	-1.9060e+002 -2.5695e-002 1.9465e+004 5.9865e+001 3.0379e+002 
	# source	llnl.dat
Chrysocolla
	CuSiH4O5 +2H+ = + Cu+2 + SiO2 + 3H2O
	log_k	6.2142
	delta_h	0 
	# source	llnl.dat
Chrysotile
	Mg3Si2O5(OH)4 +6H+ = + 2SiO2 + 3Mg+2 + 5H2O
	log_k	31.1254
	delta_h	-218.041 kJ/mol 
	analytic	-9.2462e+001 -1.1359e-002 1.8312e+004 2.9289e+001 -6.2342e+005 
	# source	llnl.dat
Cinnabar
	HgS +H+ = + HS- + Hg+2
	log_k	-38.9666
	delta_h	207.401 kJ/mol 
	analytic	-1.5413e+002 -4.6846e-002 -6.9806e+003 6.1639e+001 -1.0888e+002 
	# source	llnl.dat
Claudetite
	As2O3 +3H2O = + 2H+ + 2H2AsO3-
	log_k	-19.7647
	delta_h	82.3699 kJ/mol 
	analytic	-1.4164e+002 -6.3704e-002 -2.1679e+003 5.9856e+001 -3.3787e+001 
	# source	llnl.dat
Clausthalite
	PbSe = + Pb+2 + Se-2
	log_k	-36.2531
	delta_h	0 
	analytic	-2.6473e+001 -1.0666e-002 -8.5540e+003 8.9226e+000 -1.3347e+002 
	# source	llnl.dat
Clinochalcomenite
	CuSeO3:2H2O = + Cu+2 + SeO3-2 + 2H2O
	log_k	-6.7873
	delta_h	-31.6645 kJ/mol 
	analytic	-4.6465e+001 -1.8071e-002 2.0307e+003 1.5455e+001 3.4499e+001 
	# source	llnl.dat
Clinochlore-14A
	Mg5Al2Si3O10(OH)8 +16H+ = + 2Al+3 + 3SiO2 + 5Mg+2 + 12H2O
	log_k	67.2391
	delta_h	-612.379 kJ/mol 
	analytic	-2.0441e+002 -6.2268e-002 3.5388e+004 6.9239e+001 5.5225e+002 
	# source	llnl.dat
Clinochlore-7A
	Mg5Al2Si3O10(OH)8 +16H+ = + 2Al+3 + 3SiO2 + 5Mg+2 + 12H2O
	log_k	70.6124
	delta_h	-628.14 kJ/mol 
	analytic	-2.1644e+002 -6.4187e-002 3.6548e+004 7.4123e+001 5.7037e+002 
	# source	llnl.dat
Clinoptilolite
	Na.954K.543Ca.761Mg.124Sr.036Ba.062Mn.002Al3.45Fe.017Si14.5330O46.922H21.844 +13.8680 H+ = + 0.0020 Mn+2 + 0.0170 Fe+3 + 0.0360 Sr+2 + 0.0620 Ba+2 + 0.1240 Mg+2 + 0.5430 K+ + 0.7610 Ca+2 + 0.9540 Na+ + 3.4500 Al+3 + 14.5330 SiO2 + 17.8560 H2O
	log_k	-9.7861
	delta_h	-20.8784 kJ/mol 
	analytic	-1.3213e+000 6.4960e-002 5.0630e+004 -4.6120e+001 -7.4699e+006 
	# source	llnl.dat
Clinoptilolite-Ca
	Ca1.7335Al3.45Fe.017Si14.533O36:10.922H2O +13.8680 H+ = + 0.0170 Fe+3 + 1.7335 Ca+2 + 3.4500 Al+3 + 14.5330 SiO2 + 17.8560 H2O
	log_k	-7.0095
	delta_h	-74.6745 kJ/mol 
	analytic	-4.4820e+001 5.3696e-002 5.4878e+004 -3.1459e+001 -7.5491e+006 
	# source	llnl.dat
Clinoptilolite-Cs
	Cs3.467Al3.45Fe.017Si14.533O36:10.922H2O +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 Cs+ + 14.5330 SiO2 + 17.8560 H2O
	log_k	-13.0578
	delta_h	96.9005 kJ/mol 
	analytic	-8.4746e+000 7.1997e-002 4.9675e+004 -4.1406e+001 -8.0632e+006 
	# source	llnl.dat
Clinoptilolite-K
	K3.467Al3.45Fe.017Si14.533O36:10.922H2O +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 K+ + 14.5330 SiO2 + 17.8560 H2O
	log_k	-10.9485
	delta_h	67.4862 kJ/mol 
	analytic	1.1697e+001 6.9480e-002 4.7718e+004 -4.7442e+001 -7.6907e+006 
	# source	llnl.dat
Clinoptilolite-NH4
	(NH4)3.467Al3.45Fe.017Si14.533O36:10.922H2O +10.4010 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 NH3 + 14.5330 SiO2 + 17.8560 H2O
	log_k	-42.4791
	delta_h	0 
	# source	llnl.dat
Clinoptilolite-Na
	Na3.467Al3.45Fe.017Si14.533O36:10.922H2O +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 Na+ + 14.5330 SiO2 + 17.8560 H2O
	log_k	-7.1363
	delta_h	2.32824 kJ/mol 
	analytic	-3.4572e+001 6.8377e-002 5.1962e+004 -3.3426e+001 -7.5586e+006 
	# source	llnl.dat
Clinoptilolite-Sr
	Sr1.7335Al3.45Fe.017Si14.533O36:10.922H2O +13.8680 H+ = + 0.0170 Fe+3 + 1.7335 Sr+2 + 3.4500 Al+3 + 14.5330 SiO2 + 17.8560 H2O
	log_k	-7.1491
	delta_h	-66.2129 kJ/mol 
	analytic	3.2274e+001 6.7050e-002 5.0880e+004 -5.9597e+001 -7.3876e+006 
	# source	llnl.dat
Clinoptilolite-dehy
	Sr.036Mg.124Ca.761Mn.002Ba.062K.543Na.954Al3.45Fe.017Si14.533O36 +13.8680 H+ = + 0.0020 Mn+2 + 0.0170 Fe+3 + 0.0360 Sr+2 + 0.0620 Ba+2 + 0.1240 Mg+2 + 0.5430 K+ + 0.7610 Ca+2 + 0.9540 Na+ + 3.4500 Al+3 + 6.9340 H2O + 14.5330 SiO2
	log_k	25.849
	delta_h	-276.592 kJ/mol 
	analytic	-2.0505e+002 6.0155e-002 8.2682e+004 1.5333e+001 -9.1369e+006 
	# source	llnl.dat
Clinoptilolite-dehy-Ca
	Ca1.7335Al3.45Fe.017Si14.533O36 +13.8680 H+ = + 0.0170 Fe+3 + 1.7335 Ca+2 + 3.4500 Al+3 + 6.9340 H2O + 14.5330 SiO2
	log_k	28.6255
	delta_h	-329.278 kJ/mol 
	analytic	-1.2948e+002 6.5698e-002 8.0229e+004 -1.2812e+001 -8.8320e+006 
	# source	llnl.dat
Clinoptilolite-dehy-Cs
	Cs3.467Al3.45Fe.017Si14.533O36 +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 Cs+ + 6.9340 H2O + 14.5330 SiO2
	log_k	22.5771
	delta_h	-164.837 kJ/mol 
	analytic	-1.2852e+002 7.9047e-002 7.7262e+004 -1.0422e+001 -9.4504e+006 
	# source	llnl.dat
Clinoptilolite-dehy-K
	K3.467Al3.45Fe.017Si14.533O36 +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 K+ + 6.9340 H2O + 14.5330 SiO2
	log_k	24.6865
	delta_h	-191.289 kJ/mol 
	analytic	-1.2241e+002 7.4761e-002 7.6067e+004 -1.1315e+001 -9.1389e+006 
	# source	llnl.dat
Clinoptilolite-dehy-NH4
	(NH4)3.467Al3.45Fe.017Si14.533O36 +10.4010 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 NH3 + 6.9340 H2O + 14.5330 SiO2
	log_k	-6.8441
	delta_h	0 
	# source	llnl.dat
Clinoptilolite-dehy-Na
	Na3.467Al3.45Fe.017Si14.533O36 +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 Na+ + 6.9340 H2O + 14.5330 SiO2
	log_k	28.4987
	delta_h	-253.798 kJ/mol 
	analytic	-1.4386e+002 7.6846e-002 7.8723e+004 -5.9741e+000 -8.9159e+006 
	# source	llnl.dat
Clinoptilolite-dehy-Sr
	Sr1.7335Al3.45Fe.017Si14.533O36 +13.8680 H+ = + 0.0170 Fe+3 + 1.7335 Sr+2 + 3.4500 Al+3 + 6.9340 H2O + 14.5330 SiO2
	log_k	28.4859
	delta_h	-321.553 kJ/mol 
	analytic	-1.8410e+002 6.0457e-002 8.3626e+004 6.4304e+000 -9.0962e+006 
	# source	llnl.dat
Clinoptilolite-hy-Ca
	Ca1.7335Al3.45Fe.017Si14.533O36:11.645H2O +13.8680 H+ = + 0.0170 Fe+3 + 1.7335 Ca+2 + 3.4500 Al+3 + 14.5330 SiO2 + 18.5790 H2O
	log_k	-7.0108
	delta_h	-65.4496 kJ/mol 
	analytic	8.6833e+001 7.1520e-002 4.6854e+004 -7.8023e+001 -7.0900e+006 
	# source	llnl.dat
Clinoptilolite-hy-Cs
	Cs3.467Al3.45Fe.017Si14.533O36:6.23H2O +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 Cs+ + 13.1640 H2O + 14.5330 SiO2
	log_k	-13.0621
	delta_h	44.6397 kJ/mol 
	analytic	-2.3362e+001 7.4922e-002 5.4544e+004 -4.1092e+001 -8.3387e+006 
	# source	llnl.dat
Clinoptilolite-hy-K
	K3.467Al3.45Fe.017Si14.533O36:7.499H2O +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 K+ + 14.4330 H2O + 14.5330 SiO2
	log_k	-10.9523
	delta_h	29.5879 kJ/mol 
	analytic	1.6223e+001 7.3919e-002 5.0447e+004 -5.2790e+001 -7.8484e+006 
	# source	llnl.dat
Clinoptilolite-hy-Na
	Na3.467Al3.45Fe.017Si14.533O36:10.877H2O +13.8680 H+ = + 0.0170 Fe+3 + 3.4500 Al+3 + 3.4670 Na+ + 14.5330 SiO2 + 17.8110 H2O
	log_k	-7.1384
	delta_h	1.88166 kJ/mol 
	analytic	-8.4189e+000 7.2018e-002 5.0501e+004 -4.2851e+001 -7.4714e+006 
	# source	llnl.dat
Clinoptilolite-hy-Sr
	Sr1.7335Al3.45Fe.017Si14.533O36:13.893H2O +13.8680 H+ = + 0.0170 Fe+3 + 1.7335 Sr+2 + 3.4500 Al+3 + 14.5330 SiO2 + 20.8270 H2O
	log_k	-7.1498
	delta_h	-31.6858 kJ/mol 
	analytic	1.0742e-001 5.9065e-002 4.9985e+004 -4.4648e+001 -7.3382e+006 
	# source	llnl.dat
Clinozoisite
	Ca2Al3Si3O12(OH) +13H+ = + 2Ca+2 + 3Al+3 + 3SiO2 + 7H2O
	log_k	43.2569
	delta_h	-457.755 kJ/mol 
	analytic	-2.8690e+001 -3.7056e-002 2.2770e+004 3.7880e+000 -2.5834e+005 
	# source	llnl.dat
Co
	Co +2H+ +0.5000 O2 = + Co+2 + H2O
	log_k	52.5307
	delta_h	-337.929 kJ/mol 
	analytic	-6.2703e+001 -2.0172e-002 1.8888e+004 2.3391e+001 2.9474e+002 
	# source	llnl.dat
Co(NO3)2
	Co(NO3)2 = + Co+2 + 2NO3-
	log_k	8.0
	delta_h	0 
	# source	llnl.dat
Co(OH)2
	Co(OH)2 +2H+ = + Co+2 + 2H2O
	log_k	12.3
	delta_h	0 
	# source	llnl.dat
Co2SiO4
	Co2SiO4 +4H+ = + SiO2 + 2Co+2 + 2H2O
	log_k	6.6808
	delta_h	-88.6924 kJ/mol 
	analytic	-3.9978e+000 -3.7985e-003 5.1554e+003 -1.5033e+000 -1.6100e+005 
	# source	llnl.dat
Co3(AsO4)2
	Co3(AsO4)2 +4H+ = + 2H2AsO4- + 3Co+2
	log_k	8.5318
	delta_h	0 
	# source	llnl.dat
Co3(PO4)2
	Co3(PO4)2 +2H+ = + 2HPO4-2 + 3Co+2
	log_k	-10.0123
	delta_h	0 
	# source	llnl.dat
CoCl2
	CoCl2 = + Co+2 + 2Cl-
	log_k	8.2641
	delta_h	-79.5949 kJ/mol 
	analytic	-2.2386e+002 -8.0936e-002 8.8631e+003 9.1528e+001 1.3837e+002 
	# source	llnl.dat
CoCl2:2H2O
	CoCl2:2H2O = + Co+2 + 2Cl- + 2H2O
	log_k	4.6661
	delta_h	-40.7876 kJ/mol 
	analytic	-5.6411e+001 -2.3390e-002 3.0519e+003 2.3361e+001 5.1845e+001 
	# source	llnl.dat
CoCl2:6H2O
	CoCl2:6H2O = + Co+2 + 2Cl- + 6H2O
	log_k	2.6033
	delta_h	8.32709 kJ/mol 
	analytic	-1.5066e+002 -2.2132e-002 5.0591e+003 5.7743e+001 8.5962e+001 
	# source	llnl.dat
CoF2
	CoF2 = + Co+2 + 2F-
	log_k	-5.1343
	delta_h	-36.6708 kJ/mol 
	analytic	-2.5667e+002 -8.4071e-002 7.6256e+003 1.0143e+002 1.1907e+002 
	# source	llnl.dat
CoF3
	CoF3 = + Co+3 + 3F-
	log_k	-4.9558
	delta_h	-103.136 kJ/mol 
	analytic	-3.7854e+002 -1.2911e-001 1.3215e+004 1.4859e+002 2.0632e+002 
	# source	llnl.dat
CoFe2O4
	CoFe2O4 +8H+ = + Co+2 + 2Fe+3 + 4H2O
	log_k	0.8729
	delta_h	-160.674 kJ/mol 
	analytic	-3.0149e+002 -7.9159e-002 1.5683e+004 1.1046e+002 2.4480e+002 
	# source	llnl.dat
CoHPO4
	CoHPO4 = + Co+2 + HPO4-2
	log_k	-6.7223
	delta_h	0 
	# source	llnl.dat
CoO
